latitude,longitude,elevation,time
35.788865,137.805227,2911.555704,2024-08-06 08:48:35
35.788893,137.80495,2923.536142,2024-08-06 08:50:42
35.789059,137.804652,2937.75333,2024-08-06 08:52:27
35.789349,137.80463,2949.18982,2024-08-06 08:54:27
35.789525,137.804576,2953.52635,2024-08-06 08:56:32
35.789635,137.804515,2952.470185,2024-08-06 08:58:37
35.78964,137.804433,2952.291748,2024-08-06 09:01:27
35.789686,137.804436,2952.309524,2024-08-06 09:04:52
35.789581,137.804587,2954.096439,2024-08-06 09:07:33
35.789598,137.80459,2953.525084,2024-08-06 09:09:35
35.789554,137.804949,2949.859423,2024-08-06 09:10:26
35.789656,137.805291,2942.588599,2024-08-06 09:11:14
35.789859,137.80557,2938.223612,2024-08-06 09:13:02
35.789914,137.805826,2930.612009,2024-08-06 09:15:06
35.789897,137.806211,2923.832086,2024-08-06 09:16:02
35.790063,137.806686,2918.377731,2024-08-06 09:16:50
35.790217,137.807023,2917.735652,2024-08-06 09:17:38
35.790266,137.807276,2913.944146,2024-08-06 09:19:42
35.79028,137.807393,2911.718787,2024-08-06 09:22:23
35.790321,137.807504,2910.480101,2024-08-06 09:26:18
35.790461,137.807842,2904.989723,2024-08-06 09:28:02
35.790636,137.808282,2898.760604,2024-08-06 09:30:13
35.790769,137.808677,2893.684683,2024-08-06 09:31:01
35.790457,137.808695,2885.605941,2024-08-06 09:32:21
35.790176,137.808553,2878.243687,2024-08-06 09:33:10
35.789967,137.808201,2880.955497,2024-08-06 09:34:03
35.790163,137.808553,2878.62662,2024-08-06 09:35:51
35.790477,137.808711,2882.925705,2024-08-06 09:36:39
35.790772,137.808848,2888.183175,2024-08-06 09:37:34
35.790981,137.809083,2889.222747,2024-08-06 09:38:25
35.791189,137.809607,2891.087876,2024-08-06 09:39:15
35.791303,137.809938,2888.162171,2024-08-06 09:40:21
35.79155,137.810179,2893.087024,2024-08-06 09:41:33
35.791727,137.810477,2893.760654,2024-08-06 09:42:23
35.792021,137.810778,2892.968664,2024-08-06 09:43:11
35.792243,137.811205,2887.214708,2024-08-06 09:43:58
35.792419,137.811506,2882.180817,2024-08-06 09:44:46
35.79267,137.811662,2878.650599,2024-08-06 09:45:54
35.792922,137.811901,2878.454754,2024-08-06 09:46:51
35.793192,137.811995,2878.946399,2024-08-06 09:48:21
35.793413,137.81204,2868.676556,2024-08-06 09:50:27
35.793692,137.81208,2855.430261,2024-08-06 09:52:00
35.793927,137.812294,2839.568127,2024-08-06 09:53:51
35.794111,137.812561,2827.29396,2024-08-06 09:55:22
35.794378,137.812699,2810.901234,2024-08-06 09:57:17
35.794655,137.812803,2793.513651,2024-08-06 09:58:59
35.794641,137.812805,2792.01196,2024-08-06 10:01:04
35.794718,137.81286,2790.021426,2024-08-06 10:03:06
35.794984,137.813026,2788.271136,2024-08-06 10:04:08
35.795213,137.813245,2784.755943,2024-08-06 10:05:06
35.79546,137.813447,2775.765287,2024-08-06 10:06:24
35.795659,137.813695,2775.433111,2024-08-06 10:07:46
35.795873,137.813991,2771.760515,2024-08-06 10:09:31
35.796029,137.814311,2770.901927,2024-08-06 10:10:21
35.796329,137.814628,2770.292991,2024-08-06 10:11:11
35.796508,137.815016,2773.434438,2024-08-06 10:11:59
35.796738,137.815371,2771.132388,2024-08-06 10:12:49
35.796991,137.81569,2770.933971,2024-08-06 10:13:37
35.797146,137.815987,2776.603504,2024-08-06 10:14:38
35.797107,137.816339,2773.81406,2024-08-06 10:16:25
35.797112,137.816731,2765.169145,2024-08-06 10:18:15
35.797156,137.817085,2754.179661,2024-08-06 10:19:55
35.797278,137.817434,2735.487967,2024-08-06 10:22:00
35.797403,137.817794,2725.154105,2024-08-06 10:23:18
35.797625,137.817981,2712.526594,2024-08-06 10:25:25
35.797826,137.818244,2700.957471,2024-08-06 10:26:37
35.798134,137.818453,2695.318171,2024-08-06 10:27:26
35.798431,137.818725,2692.451344,2024-08-06 10:28:13
35.798581,137.819092,2687.983119,2024-08-06 10:29:18
35.798573,137.819456,2683.063984,2024-08-06 10:30:07
35.7987,137.8198,2676.074075,2024-08-06 10:30:59
35.798395,137.819458,2673.859686,2024-08-06 10:31:47
35.798181,137.819155,2674.177073,2024-08-06 10:32:37
35.797884,137.818904,2674.398472,2024-08-06 10:33:25
35.797628,137.818741,2676.224342,2024-08-06 10:34:32
35.797345,137.818574,2674.389066,2024-08-06 10:35:22
35.796982,137.818459,2673.997761,2024-08-06 10:36:12
35.796686,137.818358,2674.530404,2024-08-06 10:37:08
35.796407,137.818387,2675.859053,2024-08-06 10:38:09
35.796124,137.818478,2677.627176,2024-08-06 10:39:06
35.795811,137.818327,2678.274761,2024-08-06 10:39:55
35.795687,137.817875,2679.283491,2024-08-06 10:40:44
35.795644,137.817495,2674.903604,2024-08-06 10:42:07
35.795487,137.817155,2674.886467,2024-08-06 10:42:56
35.795311,137.81685,2674.537379,2024-08-06 10:43:57
35.795271,137.816781,2667.011911,2024-08-06 10:46:12
35.795143,137.816578,2659.071697,2024-08-06 10:48:43
35.795127,137.816566,2658.774327,2024-08-06 10:50:51
35.795098,137.816596,2659.214946,2024-08-06 10:52:56
35.794919,137.816669,2659.560478,2024-08-06 10:54:59
35.794654,137.816424,2659.776443,2024-08-06 10:55:51
35.794352,137.816401,2659.703433,2024-08-06 10:56:45
35.794123,137.81638,2657.12096,2024-08-06 10:58:46
35.793984,137.816081,2654.569714,2024-08-06 10:59:42
35.793784,137.815823,2657.322806,2024-08-06 11:01:18
35.79338,137.815652,2656.561856,2024-08-06 11:02:07
35.793076,137.815692,2654.833969,2024-08-06 11:03:04
35.792824,137.815843,2654.319539,2024-08-06 11:03:59
35.792502,137.815789,2657.023075,2024-08-06 11:04:47
35.792172,137.815463,2653.611816,2024-08-06 11:05:37
35.791885,137.815322,2655.971909,2024-08-06 11:06:31
35.791633,137.815268,2648.597927,2024-08-06 11:08:33
35.791355,137.815194,2647.158492,2024-08-06 11:10:05
35.791065,137.815077,2642.259866,2024-08-06 11:11:13
35.790819,137.814852,2641.767011,2024-08-06 11:12:23
35.790567,137.814538,2637.538234,2024-08-06 11:13:12
35.790355,137.814312,2640.8805,2024-08-06 11:14:42
35.790073,137.814267,2642.462549,2024-08-06 11:15:33
35.78981,137.814067,2636.760307,2024-08-06 11:17:09
35.789568,137.813896,2635.175176,2024-08-06 11:17:59
35.789343,137.813684,2634.895592,2024-08-06 11:19:20
35.78906,137.813605,2638.240711,2024-08-06 11:20:39
35.788894,137.813428,2638.449586,2024-08-06 11:22:48
35.788618,137.813343,2634.900816,2024-08-06 11:24:28
35.788551,137.813294,2636.581676,2024-08-06 11:26:55
35.788246,137.8133,2639.28957,2024-08-06 11:28:16
35.788086,137.813097,2655.702552,2024-08-06 11:30:28
35.787911,137.812859,2669.914409,2024-08-06 11:33:07
35.787783,137.812682,2688.362074,2024-08-06 11:35:16
35.787521,137.81254,2708.583155,2024-08-06 11:37:20
35.78738,137.812407,2715.929071,2024-08-06 11:39:56
35.787083,137.8123,2717.816803,2024-08-06 11:40:51
35.786882,137.812055,2717.992821,2024-08-06 11:42:11
35.786506,137.811806,2723.382546,2024-08-06 11:43:00
35.786274,137.811596,2730.443801,2024-08-06 11:44:00
35.786072,137.811314,2740.680328,2024-08-06 11:45:44
35.78583,137.811086,2745.435215,2024-08-06 11:46:36
35.785549,137.811117,2755.986012,2024-08-06 11:48:10
35.785265,137.811045,2764.908621,2024-08-06 11:49:36
35.785029,137.810748,2775.476884,2024-08-06 11:51:38
35.78502,137.810687,2782.429014,2024-08-06 11:53:42
35.785022,137.81017,2788.804498,2024-08-06 11:54:30
35.785031,137.809821,2804.833961,2024-08-06 11:56:34
35.784786,137.809651,2817.205131,2024-08-06 11:58:07
35.784492,137.809796,2822.134949,2024-08-06 11:59:02
35.784218,137.809946,2829.587028,2024-08-06 12:00:09
35.784113,137.810334,2831.516805,2024-08-06 12:00:58
35.78384,137.810227,2840.717291,2024-08-06 12:02:20
35.783701,137.809911,2848.131355,2024-08-06 12:03:19
35.783509,137.809637,2854.281757,2024-08-06 12:04:15
35.78329,137.809398,2860.156583,2024-08-06 12:05:11
35.783162,137.809153,2866.456401,2024-08-06 12:07:26
35.783174,137.809559,2865.575117,2024-08-06 12:08:45
35.783184,137.81006,2863.951827,2024-08-06 12:09:33
35.783054,137.810396,2860.291001,2024-08-06 12:10:39
35.782889,137.810492,2846.390676,2024-08-06 12:12:43
35.782733,137.810777,2833.651709,2024-08-06 12:14:26
35.782613,137.810704,2821.35906,2024-08-06 12:16:32
35.782353,137.810819,2803.430412,2024-08-06 12:18:36
35.782196,137.810886,2789.838393,2024-08-06 12:20:51
35.782061,137.810886,2781.970035,2024-08-06 12:22:54
35.781994,137.811088,2768.937536,2024-08-06 12:24:56
35.781906,137.811312,2755.20646,2024-08-06 12:27:06
35.781739,137.811416,2747.018444,2024-08-06 12:29:11
35.781527,137.811584,2726.370514,2024-08-06 12:31:16
35.781452,137.811918,2713.309648,2024-08-06 12:32:35
35.781309,137.812214,2699.612214,2024-08-06 12:33:49
35.781056,137.812419,2684.794724,2024-08-06 12:35:40
35.780794,137.812561,2669.605432,2024-08-06 12:37:40
35.780553,137.812728,2657.925139,2024-08-06 12:39:41
35.780288,137.812838,2650.804393,2024-08-06 12:40:56
35.780097,137.813094,2642.040743,2024-08-06 12:42:19
35.779852,137.813341,2634.319252,2024-08-06 12:43:26
35.779587,137.813472,2631.033299,2024-08-06 12:44:21
35.77945,137.813823,2627.288119,2024-08-06 12:45:11
35.779313,137.814158,2620.640605,2024-08-06 12:46:01
35.779057,137.814459,2617.080177,2024-08-06 12:46:52
35.778888,137.814846,2615.02595,2024-08-06 12:47:41
35.778675,137.815084,2612.777584,2024-08-06 12:48:30
35.778401,137.814989,2614.401432,2024-08-06 12:49:37
35.77818,137.814709,2621.742369,2024-08-06 12:50:39
35.777996,137.814435,2629.732018,2024-08-06 12:51:39
35.777772,137.814202,2640.12845,2024-08-06 12:52:47
35.777801,137.813784,2648.195706,2024-08-06 12:53:36
35.777727,137.813606,2647.863174,2024-08-06 13:03:51
35.777226,137.813971,2643.581358,2024-08-06 13:04:44
35.777605,137.813689,2601.400195,2024-08-06 13:05:37
35.777847,137.813476,2603.900195,2024-08-06 13:07:09
35.777466,137.813627,2603.900195,2024-08-06 13:07:59
35.777515,137.813632,2603.800195,2024-08-06 13:10:13
35.777529,137.813619,2603.860205,2024-08-06 13:12:15
35.777621,137.813716,2603.820166,2024-08-06 13:14:17
35.777416,137.813714,2603.700244,2024-08-06 13:16:22
35.777197,137.814148,2595.780161,2024-08-06 13:18:27
35.776096,137.816396,2522.294947,2024-08-06 13:19:17
35.774838,137.819142,2378.410278,2024-08-06 13:20:07
35.773341,137.822112,2227.170513,2024-08-06 13:20:57
35.771977,137.825113,2065.211119,2024-08-06 13:21:47
35.770623,137.828148,1919.492724,2024-08-06 13:22:37
35.769171,137.830943,1798.037677,2024-08-06 13:23:27
35.768079,137.833128,1716.055488,2024-08-06 13:24:17
35.767802,137.833855,1677.747455,2024-08-06 13:25:07
35.767942,137.833983,1670.295379,2024-08-06 13:27:12
35.768104,137.833821,1670.031221,2024-08-06 13:29:18
35.767917,137.833953,1671.327762,2024-08-06 13:31:20
35.767994,137.834341,1670.453935,2024-08-06 13:32:45
35.767664,137.834328,1697.932398,2024-08-06 13:34:35
35.766918,137.833546,1697.63151,2024-08-06 13:35:31
